gen,nevals,min,avg,max,std,best,traps
0,300,474.2288470944239,679.4014533366452,1344.757143151488,144.42768194996256,296,"[22, 34, 167, 106, 89, 180, 53, 143, 135, 26, 147, 15, 202, 187, 233, 94, 19, 64, 24, 212]"
1,161,460.35326585954573,611.3286614809754,1137.8972164071201,96.21786623307779,189,"[40, 83, 178, 53, 8, 149, 80, 11, 119, 101, 121, 205, 235, 189, 201, 86, 77, 151, 24, 212]"
2,156,460.35326585954573,581.2817899847013,1060.8390544331867,86.64255056349191,48,"[40, 83, 178, 53, 8, 149, 80, 11, 119, 101, 121, 205, 235, 189, 201, 86, 77, 151, 24, 212]"
3,185,460.35326585954573,581.1732991362051,1240.2665987111948,97.32969559772067,181,"[40, 83, 178, 53, 8, 149, 80, 11, 119, 101, 121, 205, 235, 189, 201, 86, 77, 151, 24, 212]"
4,166,462.18254721130324,563.5267959227374,1280.8386683753936,104.00419794476679,132,"[22, 34, 191, 106, 118, 221, 54, 205, 84, 134, 74, 1, 202, 187, 233, 73, 19, 235, 24, 212]"
5,172,462.18254721130324,562.465365855455,1199.2262414943602,98.92415327099808,166,"[22, 34, 191, 106, 118, 221, 54, 205, 84, 134, 74, 1, 202, 187, 233, 73, 19, 235, 24, 212]"
6,187,458.23514384950784,559.6548774930864,1146.2830087135446,107.53023309763995,143,"[166, 38, 227, 14, 33, 131, 125, 146, 235, 143, 84, 2, 231, 79, 154, 94, 71, 181, 24, 212]"
7,177,458.23514384950784,552.10670674038,1041.66426747307,101.81388283075566,148,"[166, 38, 227, 14, 33, 131, 125, 146, 235, 143, 84, 2, 231, 79, 154, 94, 71, 181, 24, 212]"
8,186,458.23514384950784,549.5834447014512,1093.6732766126456,94.44598088731013,21,"[166, 38, 227, 14, 33, 131, 125, 146, 235, 143, 84, 2, 231, 79, 154, 94, 71, 181, 24, 212]"
9,186,459.7990258861054,551.6759166146661,1035.2543325526085,95.14577408364518,125,"[179, 50, 227, 1, 78, 111, 115, 11, 18, 143, 210, 105, 163, 142, 34, 218, 225, 41, 24, 212]"
10,175,459.2788667263243,551.641035594214,1068.7434669661122,102.65954206147441,217,"[22, 184, 167, 106, 89, 221, 39, 143, 135, 134, 74, 1, 202, 63, 149, 73, 19, 38, 24, 212]"
11,167,459.2788667263243,550.7967376951927,1146.4203257381644,112.38309163853509,111,"[22, 184, 167, 106, 89, 221, 39, 143, 135, 134, 74, 1, 202, 63, 149, 73, 19, 38, 24, 212]"
