gen,nevals,min,avg,max,std,best,traps
0,300,475.65855709129147,677.5286559734467,1202.6775429928505,141.91663411464145,117,"[107, 118, 113, 143, 122, 32, 102, 115, 28, 198, 17, 27, 229, 202, 151, 44, 77, 165, 24, 212]"
1,169,472.5709644151304,603.7534594060913,1104.3806370659217,89.33912139048844,233,"[134, 7, 230, 218, 19, 54, 8, 75, 90, 207, 219, 169, 34, 110, 136, 228, 58, 101, 24, 212]"
2,183,472.5709644151304,588.9612989257676,1030.9640913054525,91.73642870879065,2,"[134, 7, 230, 218, 19, 54, 8, 75, 90, 207, 219, 169, 34, 110, 136, 228, 58, 101, 24, 212]"
3,181,472.5709644151304,588.2190494057508,1181.5522973301006,109.7866886128618,130,"[134, 7, 230, 218, 19, 54, 8, 75, 90, 207, 219, 169, 34, 110, 136, 228, 58, 101, 24, 212]"
4,171,460.1022201420002,572.0992374502197,1255.3351137307786,105.5626160482428,223,"[134, 123, 230, 218, 19, 12, 8, 75, 50, 207, 217, 102, 34, 110, 136, 228, 58, 101, 24, 212]"
5,167,460.1022201420002,548.416153624629,963.1421108250538,71.60263029152146,154,"[134, 123, 230, 218, 19, 12, 8, 75, 50, 207, 217, 102, 34, 110, 136, 228, 58, 101, 24, 212]"
6,179,463.81741203027633,556.0843347320259,987.5930941295219,83.45159670044757,171,"[5, 210, 227, 103, 18, 233, 66, 164, 22, 84, 36, 122, 161, 130, 173, 101, 32, 155, 24, 212]"
7,168,461.387504736153,553.6239272198588,1035.5284682833108,91.12127933583297,24,"[2, 7, 114, 106, 19, 210, 179, 75, 133, 203, 199, 122, 34, 70, 136, 157, 58, 101, 24, 212]"
8,169,452.9258251140257,551.9095575059529,1069.4697318069395,96.97801280879236,270,"[2, 46, 99, 106, 19, 220, 179, 75, 151, 130, 166, 214, 34, 122, 136, 102, 224, 101, 24, 212]"
9,178,446.6980709635082,548.3845416163942,1074.2143364871574,105.51835265108409,160,"[5, 210, 158, 103, 228, 9, 40, 174, 184, 84, 234, 89, 126, 124, 22, 101, 209, 173, 24, 212]"
10,164,446.6980709635082,538.1088507207116,1163.564257804459,99.61493456959765,182,"[5, 210, 158, 103, 228, 9, 40, 174, 184, 84, 234, 89, 126, 124, 22, 101, 209, 173, 24, 212]"
11,176,446.6980709635082,536.8810148172867,1044.8292520079613,95.73724190305686,201,"[5, 210, 158, 103, 228, 9, 40, 174, 184, 84, 234, 89, 126, 124, 22, 101, 209, 173, 24, 212]"
12,171,446.6980709635082,540.0839800255526,1059.9845192979255,98.9966337176723,1,"[5, 210, 158, 103, 228, 9, 40, 174, 184, 84, 234, 89, 126, 124, 22, 101, 209, 173, 24, 212]"
13,171,446.6980709635082,533.5034793440834,982.6921695493776,91.68742594414839,26,"[5, 210, 158, 103, 228, 9, 40, 174, 184, 84, 234, 89, 126, 124, 22, 101, 209, 173, 24, 212]"
14,177,446.6980709635082,541.2427651507473,1002.6426537407732,102.2435121206415,21,"[5, 210, 158, 103, 228, 9, 40, 174, 184, 84, 234, 89, 126, 124, 22, 101, 209, 173, 24, 212]"
15,149,446.6980709635082,523.1836228937062,1011.80211120537,89.52872269462337,5,"[5, 210, 158, 103, 228, 9, 40, 174, 184, 84, 234, 89, 126, 124, 22, 101, 209, 173, 24, 212]"
16,152,444.73072867395837,525.8223179088966,1096.8225223983147,100.3452627838669,270,"[5, 210, 113, 103, 228, 9, 40, 174, 184, 84, 234, 89, 126, 124, 22, 101, 209, 173, 24, 212]"
17,162,444.73072867395837,518.1136830063515,988.2184649640483,79.41152320833392,197,"[5, 210, 113, 103, 228, 9, 40, 174, 184, 84, 234, 89, 126, 124, 22, 101, 209, 173, 24, 212]"
18,166,441.3820131280634,520.0466313316631,1088.8241110241572,99.80347659435266,97,"[2, 210, 230, 148, 228, 126, 30, 75, 184, 207, 180, 89, 34, 124, 22, 101, 58, 173, 24, 212]"
19,173,439.7639581043357,515.3391150844648,1158.6099568788945,106.2676752298502,132,"[5, 210, 158, 103, 228, 9, 40, 132, 184, 84, 87, 89, 126, 233, 22, 101, 209, 173, 24, 212]"
20,167,439.7639581043357,514.9908247429092,1099.5540801494767,109.60662936070244,283,"[5, 210, 158, 103, 228, 9, 40, 132, 184, 84, 87, 89, 126, 233, 22, 101, 209, 173, 24, 212]"
21,174,439.7639581043357,500.7880751510141,868.6630136669983,79.08917586831264,161,"[5, 210, 158, 103, 228, 9, 40, 132, 184, 84, 87, 89, 126, 233, 22, 101, 209, 173, 24, 212]"
22,182,440.7536274898671,506.94574393080944,960.0043666637403,99.08237733278425,28,"[5, 210, 158, 103, 228, 9, 40, 132, 184, 84, 234, 89, 126, 124, 22, 101, 209, 173, 24, 212]"
23,180,440.48347837090176,510.3178202543307,996.6981963473066,95.35145285248194,132,"[5, 210, 113, 103, 228, 9, 40, 132, 184, 84, 234, 89, 126, 124, 22, 101, 209, 173, 24, 212]"
24,168,432.70120716738535,504.81007218729354,1029.8406648235925,94.21397579124618,59,"[5, 210, 113, 148, 228, 9, 40, 174, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
25,163,432.70120716738535,501.9376165715145,1074.4559659528186,96.88645495921836,204,"[5, 210, 113, 148, 228, 9, 40, 174, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
26,165,430.97774770700147,500.0470924204625,953.0019323746446,91.7713595410209,147,"[5, 210, 158, 148, 228, 9, 40, 174, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
27,171,430.97774770700147,502.6150716148257,1069.8956840252067,90.59406845710055,285,"[5, 210, 158, 148, 228, 9, 40, 174, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
28,171,430.97774770700147,504.792805274854,1102.346870821801,92.2632417260635,66,"[5, 210, 158, 148, 228, 9, 40, 174, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
29,175,430.97774770700147,494.6245681481529,1044.4828732377462,89.07646455502184,206,"[5, 210, 158, 148, 228, 9, 40, 174, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
30,178,430.97774770700147,497.5594573832707,966.1808106723646,85.05817664787067,4,"[5, 210, 158, 148, 228, 9, 40, 174, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
31,167,430.97774770700147,495.55472511407163,1125.7542931423995,101.05661737134514,3,"[5, 210, 158, 148, 228, 9, 40, 174, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
32,189,430.8892450812847,497.7415122948767,1069.814513235629,95.0975639799036,271,"[2, 210, 113, 148, 228, 9, 40, 174, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
33,158,430.25874767491734,490.33907710309376,1075.3137590154008,101.40460210107362,94,"[2, 210, 158, 103, 228, 9, 40, 132, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
34,165,430.25874767491734,485.4855167750697,1008.3764364258764,85.76919877742124,167,"[2, 210, 158, 103, 228, 9, 40, 132, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
35,191,429.1683351002404,494.60216537268076,1072.7884393335846,93.5504108068698,146,"[2, 210, 158, 148, 228, 9, 40, 174, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
36,169,429.1683351002404,487.3701355286822,1001.1357762278554,83.55072063278729,144,"[2, 210, 158, 148, 228, 9, 40, 174, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
37,175,429.1683351002404,485.9234380006265,954.9237323351326,90.49215456718588,51,"[2, 210, 158, 148, 228, 9, 40, 174, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
38,168,429.1683351002404,494.1758598436035,947.5163975114168,94.91435924462039,49,"[2, 210, 158, 148, 228, 9, 40, 174, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
39,164,429.1683351002404,486.7679442730195,984.5120490487675,93.61080656284106,37,"[2, 210, 158, 148, 228, 9, 40, 174, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
40,155,429.1683351002404,477.4720796175509,1074.750767508317,76.95337290407451,3,"[2, 210, 158, 148, 228, 9, 40, 174, 184, 84, 180, 89, 126, 124, 22, 101, 58, 173, 24, 212]"
