gen,nevals,min,avg,max,std,best,traps
0,75,3070.654046568768,3952.463924375032,6833.184336214877,739.6371577697142,34,"[185, 199, 121, 24, 212]"
1,35,3070.654046568768,3693.1518410763038,12050.485461803837,1084.736779691619,72,"[185, 199, 121, 24, 212]"
2,40,3070.654046568768,3478.8315039257604,6798.669152627523,522.0198531390876,69,"[185, 199, 121, 24, 212]"
3,42,3029.152475754319,3412.5948271045495,5748.122127123944,474.6458004940417,51,"[30, 176, 189, 24, 212]"
4,39,3031.896209870925,3460.4862472751483,11192.377959718999,971.2967998848425,58,"[169, 185, 183, 24, 212]"
5,41,3017.1621838303404,3315.766082284352,8374.631023536253,650.7088962135182,10,"[183, 22, 126, 24, 212]"
6,41,3011.717226833763,3272.321801137602,4695.490768745785,366.3031797437995,14,"[183, 91, 225, 24, 212]"
7,49,2878.3233398661378,3282.0230622652543,6111.865609492119,473.6892826797608,42,"[104, 91, 183, 24, 212]"
8,44,2878.3019964926057,3213.666505887131,5082.164022113929,412.0175113959502,21,"[104, 185, 183, 24, 212]"
9,43,2858.1575698142124,3171.0578272434227,4932.038831651633,321.5967424367412,35,"[104, 74, 205, 24, 212]"
10,42,2858.1575698142124,3214.7001841833326,6419.544789490239,521.3868589360455,42,"[104, 74, 205, 24, 212]"
11,42,2858.1575698142124,3231.565178468638,6515.618641102768,545.9797822779318,25,"[104, 74, 205, 24, 212]"
12,37,2808.819866244061,3213.0294069599827,5797.106441574987,540.8572311500477,70,"[104, 122, 205, 24, 212]"
13,37,2852.313853187062,3158.209421913531,5439.231553369129,563.0956869011367,39,"[104, 74, 183, 24, 212]"
14,37,2840.7832316996914,3135.5013670002,7317.388043434493,640.1469482175671,20,"[88, 74, 205, 24, 212]"
15,57,2840.7832316996914,3271.636332184541,7830.653673563269,817.8144192680578,20,"[88, 74, 205, 24, 212]"
16,50,2783.2907559262976,3115.915639226776,8283.26012917797,679.2895547772513,60,"[104, 157, 183, 24, 212]"
17,39,2783.2907559262976,3425.7855534307373,21323.175600289076,2225.994604787173,59,"[104, 157, 183, 24, 212]"
18,39,2783.2907559262976,2982.6399301996826,4405.096079525786,288.28445831544695,10,"[104, 157, 183, 24, 212]"
19,40,2783.2907559262976,3186.457715729544,10446.13040394571,1032.6714532876795,0,"[104, 157, 183, 24, 212]"
20,33,2767.323253097493,2947.705018707591,6051.812558414275,507.39225145666524,4,"[88, 157, 183, 24, 212]"
21,52,2767.323253097493,3134.1078273701064,9243.244359239656,850.463438719832,34,"[88, 157, 183, 24, 212]"
22,34,2767.323253097493,3359.9713504649135,33747.86343154982,3549.381545125169,30,"[88, 157, 183, 24, 212]"
23,37,2767.323253097493,3300.387697032629,22399.028155721055,2258.1779439166908,5,"[88, 157, 183, 24, 212]"
24,45,2767.323253097493,3100.524646565849,7057.749783653886,684.4864032503059,2,"[88, 157, 183, 24, 212]"
25,44,2767.323253097493,2980.802945887318,5287.545056478928,522.2228485317759,1,"[88, 157, 183, 24, 212]"
26,33,2767.323253097493,2916.0882438654958,4806.292414190554,350.9508515578815,2,"[88, 157, 183, 24, 212]"
27,42,2767.323253097493,3021.0869447987757,7949.705267100407,646.7603250286019,0,"[88, 157, 183, 24, 212]"
28,42,2767.323253097493,3175.9086695674287,14366.234180539965,1526.9966083481233,1,"[88, 157, 183, 24, 212]"
29,41,2767.323253097493,3067.071068794864,6191.1538417401425,657.8165612852763,1,"[88, 157, 183, 24, 212]"
30,42,2767.323253097493,3092.824026671213,6101.119426035669,685.1463296026936,0,"[88, 157, 183, 24, 212]"
31,39,2767.323253097493,3031.1510393548265,4793.784356727526,482.95280300406085,2,"[88, 157, 183, 24, 212]"
32,42,2767.323253097493,2974.2771681491004,6454.812620962915,502.7842012247899,0,"[88, 157, 183, 24, 212]"
33,43,2767.323253097493,3010.5163765094835,4995.780869513889,442.57521509527476,0,"[88, 157, 183, 24, 212]"
34,41,2767.323253097493,3003.410647651953,5050.111490533159,412.13313732471784,0,"[88, 157, 183, 24, 212]"
35,48,2767.323253097493,3123.154178197882,6583.896474049266,625.0569513423309,1,"[88, 157, 183, 24, 212]"
36,46,2767.323253097493,3083.038733758017,9346.212707838502,855.4864096455032,0,"[88, 157, 183, 24, 212]"
37,45,2724.774851691606,3026.435918756095,6476.059417041823,543.4885001530879,14,"[84, 157, 183, 24, 212]"
38,43,2724.774851691606,3043.1592456719723,5115.497687098733,475.7038580312458,13,"[84, 157, 183, 24, 212]"
39,39,2724.774851691606,3232.6351376353896,24947.05989253545,2543.2762278724053,3,"[84, 157, 183, 24, 212]"
40,41,2724.774851691606,2972.450385189535,6602.849093264822,638.3009021119154,6,"[84, 157, 183, 24, 212]"
41,56,2724.774851691606,3149.7743165507572,8489.917746020968,891.7081565882064,0,"[84, 157, 183, 24, 212]"
42,34,2724.774851691606,2986.5338065502933,5619.100488664341,557.553995565037,0,"[84, 157, 183, 24, 212]"
43,38,2724.774851691606,3017.4423182082946,6515.586198687281,644.2718806043084,2,"[84, 157, 183, 24, 212]"
44,44,2724.774851691606,2995.5055224289486,6322.857886258692,592.4807810118235,0,"[84, 157, 183, 24, 212]"
45,36,2724.774851691606,2863.8874915912343,4242.606835128481,294.6389636249003,0,"[84, 157, 183, 24, 212]"
46,44,2724.774851691606,2973.780552713891,5775.018236390985,505.9720150576512,0,"[84, 157, 183, 24, 212]"
47,36,2724.774851691606,3237.296106569397,23601.796438664103,2413.587736075486,0,"[84, 157, 183, 24, 212]"
48,44,2724.774851691606,3090.044130305163,9439.952653536971,1062.973589816987,0,"[84, 157, 183, 24, 212]"
49,45,2724.774851691606,3149.618887697806,11924.213251970898,1192.4918624337824,1,"[84, 157, 183, 24, 212]"
50,46,2724.774851691606,3040.6401492753957,8047.452122969312,844.6045646250401,1,"[84, 157, 183, 24, 212]"
51,41,2724.774851691606,3026.9041352947784,6217.8499371507905,607.5993819824715,1,"[84, 157, 183, 24, 212]"
52,42,2724.774851691606,2871.2801830647354,4028.542934954103,291.96146227938146,0,"[84, 157, 183, 24, 212]"
53,49,2724.774851691606,3169.1858116407184,9585.059478955842,1053.3287377344932,0,"[84, 157, 183, 24, 212]"
54,43,2724.774851691606,3033.1371440592593,6238.419366275344,696.2443289929499,1,"[84, 157, 183, 24, 212]"
55,54,2724.774851691606,3001.307952136859,6673.566834114276,572.4722472320785,1,"[84, 157, 183, 24, 212]"
56,45,2724.774851691606,2923.8143039161164,4498.271787592582,389.86992998603466,1,"[84, 157, 183, 24, 212]"
57,39,2724.774851691606,3056.098607880733,5476.6007365018195,640.5619139871463,0,"[84, 157, 183, 24, 212]"
58,51,2724.774851691606,3055.3880041182897,5311.67326547387,499.14330103489857,1,"[84, 157, 183, 24, 212]"
59,41,2724.774851691606,3214.5942836952477,17952.11471475895,1810.15706299808,1,"[84, 157, 183, 24, 212]"
