gen,nevals,min,avg,max,std,best,traps
0,150,1040.2948543520667,1562.6207148964666,2222.731997480615,232.18612802450426,9,"[157, 34, 135, 207, 39, 77, 178, 7, 24, 212]"
1,92,1088.739514479113,1451.1014431207898,2092.681429116946,211.41152210615527,72,"[67, 220, 208, 163, 93, 223, 13, 35, 24, 212]"
2,81,1049.5293280339577,1373.215847743362,2135.364927618571,203.23650225823752,83,"[40, 162, 200, 88, 93, 223, 13, 148, 24, 212]"
3,97,1049.5293280339577,1351.664939173403,2493.7038280265288,222.04085225484133,52,"[40, 162, 200, 88, 93, 223, 13, 148, 24, 212]"
4,83,1049.5293280339577,1304.1008717463046,1869.4870292861801,191.73892248124343,3,"[40, 162, 200, 88, 93, 223, 13, 148, 24, 212]"
5,83,1049.5293280339577,1296.3022653671715,2268.549974217195,209.68067785159786,21,"[40, 162, 200, 88, 93, 223, 13, 148, 24, 212]"
6,84,1044.592538218636,1250.4415138986622,2172.227823852266,195.6937736421896,138,"[40, 84, 123, 173, 22, 136, 181, 148, 24, 212]"
7,100,1044.592538218636,1256.324085173474,1777.1792001548886,194.2987221684444,8,"[40, 84, 123, 173, 22, 136, 181, 148, 24, 212]"
8,77,1044.592538218636,1244.1032327634935,1953.1098607600195,212.38396427213698,96,"[40, 84, 123, 173, 22, 136, 181, 148, 24, 212]"
9,83,1024.7366164578414,1233.1422986435202,2097.5788281890227,214.71999838496419,92,"[40, 174, 88, 177, 93, 223, 13, 119, 24, 212]"
10,81,1024.7366164578414,1208.482235677056,1962.5654448289706,203.2139930273782,67,"[40, 174, 88, 177, 93, 223, 13, 119, 24, 212]"
11,82,1024.7366164578414,1223.9051920952634,2032.1865724173751,229.3914043537968,17,"[40, 174, 88, 177, 93, 223, 13, 119, 24, 212]"
12,82,1024.7366164578414,1197.1082000771758,1946.4159591136472,206.65846586465102,50,"[40, 174, 88, 177, 93, 223, 13, 119, 24, 212]"
13,88,1015.7839705604694,1191.7551356634192,2546.952092595222,230.1133949711043,60,"[40, 174, 200, 88, 93, 223, 13, 119, 24, 212]"
14,75,1015.7839705604694,1151.4765052862513,1889.0733877836633,189.60909760943616,44,"[40, 174, 200, 88, 93, 223, 13, 119, 24, 212]"
15,89,1015.7839705604694,1150.8607370341833,1892.8620145555817,186.1966557228779,30,"[40, 174, 200, 88, 93, 223, 13, 119, 24, 212]"
16,78,995.1684010382176,1165.3446454035693,2069.869673003987,216.6814934496225,49,"[40, 174, 200, 88, 148, 223, 13, 119, 24, 212]"
17,86,990.5996455936298,1200.5973360438832,2369.580427600309,239.991264719748,63,"[40, 174, 200, 88, 122, 223, 13, 119, 24, 212]"
18,84,990.5996455936298,1194.4549369128752,1806.561951457482,218.8065321819807,13,"[40, 174, 200, 88, 122, 223, 13, 119, 24, 212]"
19,81,990.5996455936298,1149.9143543160617,1816.5893202193,195.30259619782092,1,"[40, 174, 200, 88, 122, 223, 13, 119, 24, 212]"
20,90,990.5996455936298,1163.5184270658945,1803.0592907541852,203.44591537292652,34,"[40, 174, 200, 88, 122, 223, 13, 119, 24, 212]"
21,85,990.5996455936298,1174.959790447716,1903.1728427106027,212.27418154195715,31,"[40, 174, 200, 88, 122, 223, 13, 119, 24, 212]"
22,88,990.5996455936298,1175.0161090550075,1956.9848545701552,223.72885350553162,28,"[40, 174, 200, 88, 122, 223, 13, 119, 24, 212]"
23,92,987.9858622897475,1156.7502937046509,1866.3075040595281,217.61933504263328,43,"[230, 174, 200, 88, 148, 32, 13, 119, 24, 212]"
24,86,987.9858622897475,1152.0368733213515,1864.9407049867852,208.2145905548128,80,"[230, 174, 200, 88, 148, 32, 13, 119, 24, 212]"
25,80,980.5546679535921,1122.745990607048,1983.9590116261768,188.59886385437784,26,"[40, 174, 200, 88, 143, 223, 13, 119, 24, 212]"
26,91,983.5732144225976,1123.5270239842164,1718.2733974841194,186.74193680481338,32,"[40, 157, 200, 88, 183, 223, 13, 119, 24, 212]"
27,85,983.5732144225976,1123.553371005806,1914.510509046558,209.47468180665663,8,"[40, 157, 200, 88, 183, 223, 13, 119, 24, 212]"
28,96,983.5732144225976,1139.3655053814614,1820.77041099105,201.45734111720841,12,"[40, 157, 200, 88, 183, 223, 13, 119, 24, 212]"
29,86,983.5732144225976,1161.7565138701389,2468.993500980541,267.13622072298386,12,"[40, 157, 200, 88, 183, 223, 13, 119, 24, 212]"
