gen,nevals,min,avg,max,std,best,traps
0,225,643.5683415506469,934.5919580196517,1459.6075418852467,178.96594502297702,99,"[67, 199, 158, 172, 70, 44, 116, 14, 148, 157, 124, 26, 214, 24, 212]"
1,123,643.5683415506469,852.4749122632807,1458.799186653611,157.85044081017406,120,"[67, 199, 158, 172, 70, 44, 116, 14, 148, 157, 124, 26, 214, 24, 212]"
2,124,638.7028936041011,804.3034111052021,1258.4070603309347,119.62688166273983,138,"[18, 148, 225, 205, 131, 53, 174, 121, 5, 104, 231, 38, 199, 24, 212]"
3,144,638.7028936041011,798.9153145992256,1449.1514984817502,130.24916891649096,116,"[18, 148, 225, 205, 131, 53, 174, 121, 5, 104, 231, 38, 199, 24, 212]"
4,131,638.7028936041011,799.719203504709,1338.0195206377916,135.6933069455969,5,"[18, 148, 225, 205, 131, 53, 174, 121, 5, 104, 231, 38, 199, 24, 212]"
5,127,638.7028936041011,780.431218037313,1256.993742904345,120.79308371161991,21,"[18, 148, 225, 205, 131, 53, 174, 121, 5, 104, 231, 38, 199, 24, 212]"
6,135,638.2884977105958,776.6736026247418,1425.8529179862821,128.95287626286222,115,"[34, 75, 179, 101, 207, 74, 133, 127, 171, 11, 162, 119, 194, 24, 212]"
7,137,638.7028936041011,771.93818554518,1323.050568212775,120.943257017823,57,"[18, 148, 225, 205, 131, 53, 174, 121, 5, 104, 231, 38, 199, 24, 212]"
8,128,636.9836798850702,768.8542515093111,1444.0976307616857,129.2348412683994,216,"[97, 171, 179, 11, 131, 157, 216, 75, 213, 74, 53, 32, 188, 24, 212]"
9,139,636.9836798850702,778.8570411963766,1352.4858709341345,129.52673370881047,78,"[97, 171, 179, 11, 131, 157, 216, 75, 213, 74, 53, 32, 188, 24, 212]"
10,130,636.9836798850702,768.5572638227897,1317.7624991181776,127.08176758912536,38,"[97, 171, 179, 11, 131, 157, 216, 75, 213, 74, 53, 32, 188, 24, 212]"
11,127,629.0318507500085,761.8276734699119,1332.7204016490891,130.32622846846414,184,"[97, 171, 225, 19, 131, 149, 216, 84, 5, 196, 53, 38, 35, 24, 212]"
12,122,629.0318507500085,758.5053486368935,1477.0019095566006,135.734093898153,168,"[97, 171, 225, 19, 131, 149, 216, 84, 5, 196, 53, 38, 35, 24, 212]"
13,124,629.0318507500085,758.0085508104955,1388.3945092330837,142.17499196229573,88,"[97, 171, 225, 19, 131, 149, 216, 84, 5, 196, 53, 38, 35, 24, 212]"
14,136,629.0318507500085,775.5679337949032,1425.0798269815245,147.6890316138499,2,"[97, 171, 225, 19, 131, 149, 216, 84, 5, 196, 53, 38, 35, 24, 212]"
15,127,629.0318507500085,755.2341711258363,1433.612374538592,144.81546076606702,10,"[97, 171, 225, 19, 131, 149, 216, 84, 5, 196, 53, 38, 35, 24, 212]"
16,116,629.0318507500085,756.4138867542099,1395.4834482089748,161.30250560224752,20,"[97, 171, 225, 19, 131, 149, 216, 84, 5, 196, 53, 38, 35, 24, 212]"
17,132,625.9930682823652,758.0446498562155,1393.233819964199,150.52164349444544,207,"[97, 148, 225, 205, 131, 149, 216, 84, 5, 196, 53, 38, 35, 24, 212]"
18,127,618.5951299692001,744.5369968417067,1422.7516989779126,150.57180832686615,37,"[97, 171, 225, 19, 131, 157, 216, 84, 5, 196, 53, 38, 188, 24, 212]"
19,143,621.4688262946827,724.3017552983388,1250.1048780484743,132.959749731136,50,"[97, 171, 225, 19, 131, 149, 216, 84, 5, 196, 53, 38, 213, 24, 212]"
20,125,621.4730571619052,714.6977262439023,1453.644623692115,134.98496503655292,134,"[97, 171, 179, 19, 131, 149, 216, 84, 5, 196, 53, 38, 35, 24, 212]"
21,141,616.7870474077955,718.7015759585472,1262.446263853014,129.39972570062696,81,"[97, 171, 225, 11, 131, 149, 216, 84, 213, 196, 53, 38, 35, 24, 212]"
22,119,616.7870474077955,709.9239625030291,1324.1844115621514,139.44094950827525,73,"[97, 171, 225, 11, 131, 149, 216, 84, 213, 196, 53, 38, 35, 24, 212]"
23,135,609.2996640310868,716.3153878955306,1452.0472074036456,145.84715603897095,168,"[97, 171, 179, 11, 131, 149, 216, 84, 213, 196, 53, 38, 35, 24, 212]"
24,121,609.2996640310868,701.0351272352416,1210.973527226956,121.30429369540765,162,"[97, 171, 179, 11, 131, 149, 216, 84, 213, 196, 53, 38, 35, 24, 212]"
25,128,609.2996640310868,712.1740215401023,1293.3147327911774,137.61119205748636,19,"[97, 171, 179, 11, 131, 149, 216, 84, 213, 196, 53, 38, 35, 24, 212]"
26,140,609.2996640310868,735.1168882930166,1291.8467070679123,153.4646931527898,38,"[97, 171, 179, 11, 131, 149, 216, 84, 213, 196, 53, 38, 35, 24, 212]"
27,116,609.2051290650581,706.5407547754559,1257.709769092084,140.6796437757954,192,"[97, 171, 179, 11, 131, 157, 216, 84, 213, 196, 53, 38, 35, 24, 212]"
28,126,609.2051290650581,723.7793166080609,1284.8924101852022,152.9241217016677,213,"[97, 171, 179, 11, 131, 157, 216, 84, 213, 196, 53, 38, 35, 24, 212]"
29,138,609.2996640310868,732.32359965112,1343.1897162269793,155.18197465750632,12,"[97, 171, 179, 11, 131, 149, 216, 84, 213, 196, 53, 38, 35, 24, 212]"
30,119,609.2051290650581,707.6749645262711,1393.3163823458171,148.3748062081237,85,"[97, 171, 179, 11, 131, 157, 216, 84, 213, 196, 53, 38, 35, 24, 212]"
31,119,609.1429839549305,710.5924605299082,1576.6022393269275,163.4773513700017,1,"[152, 171, 208, 19, 131, 149, 34, 84, 103, 196, 53, 11, 225, 24, 212]"
