gen,nevals,min,avg,max,std,best,traps
0,225,680.748796505277,964.0109406836069,1630.252623126072,166.7208321788009,190,"[97, 204, 205, 23, 59, 214, 237, 114, 73, 17, 138, 119, 41, 24, 212]"
1,124,664.9182133102435,873.4526616620145,1450.2803104363588,139.7786791994776,179,"[166, 221, 135, 90, 1, 174, 237, 85, 110, 43, 77, 31, 204, 24, 212]"
2,130,664.9182133102435,843.884178295419,1283.857355357202,133.1014962787105,137,"[166, 221, 135, 90, 1, 174, 237, 85, 110, 43, 77, 31, 204, 24, 212]"
3,140,651.6293929937627,820.2916343984564,1346.2661407320738,123.06735901617135,82,"[135, 154, 179, 22, 6, 104, 125, 225, 166, 31, 123, 17, 191, 24, 212]"
4,132,648.106737651445,802.0818775929736,1412.960019149215,116.75818700116264,51,"[151, 8, 108, 142, 75, 40, 174, 95, 173, 210, 224, 127, 150, 24, 212]"
5,125,620.2232052748709,793.4768096380238,1378.411148254613,137.68223248126282,9,"[108, 95, 8, 214, 75, 36, 154, 173, 73, 31, 224, 17, 191, 24, 212]"
6,128,620.2232052748709,787.1440681444001,1480.6248268532765,146.3258935752023,53,"[108, 95, 8, 214, 75, 36, 154, 173, 73, 31, 224, 17, 191, 24, 212]"
7,133,620.2232052748709,793.1428993306935,1355.4053367284153,136.3241738533688,55,"[108, 95, 8, 214, 75, 36, 154, 173, 73, 31, 224, 17, 191, 24, 212]"
8,123,620.2232052748709,775.0731415123712,1342.2092370386404,129.2769942203004,28,"[108, 95, 8, 214, 75, 36, 154, 173, 73, 31, 224, 17, 191, 24, 212]"
9,142,620.2232052748709,774.4323809497079,1330.167905326626,128.7077536538474,4,"[108, 95, 8, 214, 75, 36, 154, 173, 73, 31, 224, 17, 191, 24, 212]"
10,121,620.2232052748709,757.8968481703017,1351.435166506324,140.27382992706424,3,"[108, 95, 8, 214, 75, 36, 154, 173, 73, 31, 224, 17, 191, 24, 212]"
11,128,620.2232052748709,769.2944955673628,1394.2960306524549,148.6184354228922,32,"[108, 95, 8, 214, 75, 36, 154, 173, 73, 31, 224, 17, 191, 24, 212]"
12,123,620.2232052748709,760.1220011444667,1323.1724397162423,150.31211236350134,1,"[108, 95, 8, 214, 75, 36, 154, 173, 73, 31, 224, 17, 191, 24, 212]"
13,145,610.8714872902409,762.3019661603454,1260.8616069814402,146.73361210948946,130,"[18, 95, 8, 80, 75, 174, 154, 169, 127, 32, 224, 165, 191, 24, 212]"
14,119,610.8714872902409,724.0128138009943,1395.5549970661718,131.3691992444771,151,"[18, 95, 8, 80, 75, 174, 154, 169, 127, 32, 224, 165, 191, 24, 212]"
15,127,610.8714872902409,719.9624117563782,1236.1068257258669,123.53851219687714,34,"[18, 95, 8, 80, 75, 174, 154, 169, 127, 32, 224, 165, 191, 24, 212]"
16,137,610.8714872902409,715.7942795028966,1421.7852417369727,140.86450063861082,68,"[18, 95, 8, 80, 75, 174, 154, 169, 127, 32, 224, 165, 191, 24, 212]"
17,135,610.8714872902409,713.3080788870994,1329.95627737765,140.6793906060829,93,"[18, 95, 8, 80, 75, 174, 154, 169, 127, 32, 224, 165, 191, 24, 212]"
18,126,610.8714872902409,708.1369497252468,1314.869424274261,147.4636631595184,6,"[18, 95, 8, 80, 75, 174, 154, 169, 127, 32, 224, 165, 191, 24, 212]"
19,120,610.8714872902409,700.8684350463714,1259.1696986417383,130.4453725971362,46,"[18, 95, 8, 80, 75, 174, 154, 169, 127, 32, 224, 165, 191, 24, 212]"
20,134,610.8714872902409,716.2134568596664,1301.4579133074808,145.5549339481428,40,"[18, 95, 8, 80, 75, 174, 154, 169, 127, 32, 224, 165, 191, 24, 212]"
