gen,nevals,min,avg,max,std,best,traps
0,300,478.25593875580626,695.4921668883425,1217.6546473519174,147.85960588130143,28,"[187, 173, 57, 32, 185, 99, 236, 22, 202, 35, 229, 131, 102, 15, 13, 219, 164, 108, 24, 212]"
1,164,478.25593875580626,622.5212899667976,1088.0280304178436,96.49668764078642,104,"[187, 173, 57, 32, 185, 99, 236, 22, 202, 35, 229, 131, 102, 15, 13, 219, 164, 108, 24, 212]"
2,177,478.25593875580626,608.9723617513217,1086.1505497097935,112.74591301961016,36,"[187, 173, 57, 32, 185, 99, 236, 22, 202, 35, 229, 131, 102, 15, 13, 219, 164, 108, 24, 212]"
3,157,478.25593875580626,578.0738959256985,1163.0205603036263,89.99385630439426,2,"[187, 173, 57, 32, 185, 99, 236, 22, 202, 35, 229, 131, 102, 15, 13, 219, 164, 108, 24, 212]"
4,186,470.2833981812419,578.1535716559807,1189.9391081847598,107.52041831158664,35,"[187, 2, 78, 219, 218, 59, 172, 14, 184, 31, 159, 75, 28, 148, 229, 185, 99, 66, 24, 212]"
5,162,470.2833981812419,565.1471186537179,1113.9209012603467,107.56232955734345,46,"[187, 2, 78, 219, 218, 59, 172, 14, 184, 31, 159, 75, 28, 148, 229, 185, 99, 66, 24, 212]"
6,168,468.96205154602404,549.4907764962518,1076.690186925591,88.40142679024008,297,"[127, 173, 57, 32, 185, 99, 161, 22, 202, 35, 229, 131, 102, 218, 13, 219, 164, 108, 24, 212]"
7,173,470.0144763443133,547.2829211913614,1057.2653706127453,77.91138305261109,9,"[187, 101, 9, 123, 195, 99, 41, 22, 166, 36, 197, 131, 38, 165, 143, 219, 67, 6, 24, 212]"
8,183,466.62298702650486,549.5202026747435,1024.4970331034738,90.5142581231102,149,"[178, 110, 148, 197, 207, 69, 236, 77, 107, 143, 229, 34, 99, 15, 13, 78, 164, 108, 24, 212]"
9,172,455.2388767385299,549.5856215789074,1202.2764772902683,103.75930836631647,292,"[113, 173, 92, 192, 106, 135, 236, 22, 202, 35, 229, 67, 102, 146, 193, 34, 2, 121, 24, 212]"
10,138,455.2388767385299,529.5661878506802,954.6826629607359,81.21895238800876,260,"[113, 173, 92, 192, 106, 135, 236, 22, 202, 35, 229, 67, 102, 146, 193, 34, 2, 121, 24, 212]"
11,172,453.4822693931201,531.0689699524252,974.5136527776501,78.33411120359067,226,"[187, 2, 218, 32, 185, 184, 236, 149, 186, 35, 159, 131, 23, 143, 13, 74, 77, 110, 24, 212]"
12,162,453.4822693931201,537.0638228380535,1024.4636926892813,91.65754760015878,218,"[187, 2, 218, 32, 185, 184, 236, 149, 186, 35, 159, 131, 23, 143, 13, 74, 77, 110, 24, 212]"
13,163,453.4822693931201,534.31328392685,965.9794739977809,90.22255821648031,37,"[187, 2, 218, 32, 185, 184, 236, 149, 186, 35, 159, 131, 23, 143, 13, 74, 77, 110, 24, 212]"
14,165,449.06256329511285,533.0656429145176,997.7082141858832,93.04285515131251,29,"[187, 2, 218, 32, 185, 127, 236, 22, 202, 35, 229, 131, 102, 193, 118, 74, 77, 108, 24, 212]"
