gen,nevals,min,avg,max,std,best,traps
0,150,1115.221539793701,1592.099756651131,2283.865114152802,258.08835153926117,40,"[80, 205, 28, 126, 200, 201, 5, 84, 24, 212]"
1,85,1076.8851905671154,1453.7320602773761,2203.985844749111,211.90832041468724,38,"[69, 191, 166, 180, 174, 14, 53, 168, 24, 212]"
2,78,1076.8851905671154,1414.452802481545,3134.4501263993056,250.16198186020495,86,"[69, 191, 166, 180, 174, 14, 53, 168, 24, 212]"
3,95,1076.8851905671154,1349.2606819117445,2116.2888041996193,176.4664389738599,54,"[69, 191, 166, 180, 174, 14, 53, 168, 24, 212]"
4,71,1074.881009764336,1321.303571071724,2549.0468756625783,224.93059394819912,0,"[46, 205, 161, 32, 215, 193, 19, 84, 24, 212]"
5,89,1091.7556417930266,1309.963703808646,2244.2604071417904,205.90681926431765,44,"[185, 205, 161, 2, 151, 193, 84, 106, 24, 212]"
6,85,1063.0598276818614,1265.3918543431716,1865.0828316066074,191.22042418517026,48,"[225, 178, 157, 22, 149, 78, 207, 67, 24, 212]"
7,78,1052.547106354853,1270.465514003051,1884.219665279708,216.41041749785262,11,"[46, 149, 161, 176, 193, 201, 13, 84, 24, 212]"
8,88,1055.771281379645,1274.2283654884804,2143.1140448269434,225.69143244626383,141,"[225, 205, 157, 22, 149, 78, 207, 84, 24, 212]"
9,88,1036.1908617695894,1244.7518230309552,1932.503007170816,195.01949540488658,46,"[215, 177, 32, 193, 8, 78, 207, 67, 24, 212]"
10,86,1036.1908617695894,1242.0781590883298,1851.298318789098,209.39535609396705,125,"[215, 177, 32, 193, 8, 78, 207, 67, 24, 212]"
11,72,1043.53098392843,1215.1290677176669,2055.2247944196206,215.12874382384086,126,"[187, 205, 99, 180, 174, 132, 84, 17, 24, 212]"
12,93,1018.3054897163673,1223.2894508562454,2430.443247343965,219.5641463513636,74,"[216, 123, 22, 210, 183, 155, 113, 84, 24, 212]"
13,91,1018.3054897163673,1219.214878205561,2008.4101177540808,208.07475627082826,140,"[216, 123, 22, 210, 183, 155, 113, 84, 24, 212]"
14,90,1018.3054897163673,1242.5427520078506,1995.9567776385816,236.13543921358982,23,"[216, 123, 22, 210, 183, 155, 113, 84, 24, 212]"
15,76,1018.3054897163673,1206.2065494043054,1838.9688821872653,198.2819777239889,35,"[216, 123, 22, 210, 183, 155, 113, 84, 24, 212]"
16,88,1018.3054897163673,1198.2257497346134,2104.537691093206,212.96786735041607,22,"[216, 123, 22, 210, 183, 155, 113, 84, 24, 212]"
17,76,1018.3054897163673,1184.5599527816921,1923.2491216820904,207.4246286742989,47,"[216, 123, 22, 210, 183, 155, 113, 84, 24, 212]"
18,88,996.4321862147722,1186.7222127298407,2194.071523817588,221.10739636644666,111,"[68, 178, 157, 22, 122, 202, 40, 84, 24, 212]"
19,88,974.4297847489197,1181.1777938700704,1978.033029240819,215.7712091644455,146,"[216, 123, 22, 210, 183, 31, 113, 84, 24, 212]"
20,85,974.4297847489197,1187.7256841981127,1778.1613710393929,216.10922380507103,3,"[216, 123, 22, 210, 183, 31, 113, 84, 24, 212]"
21,97,974.4297847489197,1196.957924390615,1941.9600657547282,230.63964495123938,0,"[216, 123, 22, 210, 183, 31, 113, 84, 24, 212]"
22,87,974.4297847489197,1152.7633275993053,2008.7296109231406,215.4929058813994,5,"[216, 123, 22, 210, 183, 31, 113, 84, 24, 212]"
23,78,974.4297847489197,1146.3966956315041,1962.727371137141,207.69080872632887,18,"[216, 123, 22, 210, 183, 31, 113, 84, 24, 212]"
24,78,974.4297847489197,1162.2793934934177,3321.526223281606,300.1654513794523,2,"[216, 123, 22, 210, 183, 31, 113, 84, 24, 212]"
25,88,974.4297847489197,1131.7554554318235,1882.1745283929617,216.93829778474674,1,"[216, 123, 22, 210, 183, 31, 113, 84, 24, 212]"
26,89,974.4297847489197,1137.187523283889,1807.0279302729964,222.27469517026293,6,"[216, 123, 22, 210, 183, 31, 113, 84, 24, 212]"
27,91,974.4297847489197,1141.5554072740993,1873.498774725286,218.57350096473095,3,"[216, 123, 22, 210, 183, 31, 113, 84, 24, 212]"
28,85,967.511855522111,1132.8963675905538,2419.5342840025087,256.25682842160506,97,"[216, 123, 22, 210, 183, 34, 113, 84, 24, 212]"
