gen,nevals,min,avg,max,std,best,traps
0,150,1095.0867616358516,1560.5950694105345,2473.5004016771795,250.49221706286187,73,"[201, 180, 132, 69, 11, 220, 90, 230, 24, 212]"
1,78,1095.0867616358516,1413.841977663459,1989.345210530324,192.51521609079902,87,"[201, 180, 132, 69, 11, 220, 90, 230, 24, 212]"
2,78,1095.0867616358516,1335.4016460622315,1924.652481291109,177.88244007160725,7,"[201, 180, 132, 69, 11, 220, 90, 230, 24, 212]"
3,84,1085.009873858035,1301.4920694189263,2461.9349156861613,199.88238757659988,105,"[71, 25, 194, 155, 235, 84, 135, 53, 24, 212]"
4,83,1072.278358332057,1276.018543433838,2069.8591232570006,201.91928628482137,59,"[202, 25, 194, 155, 235, 84, 135, 213, 24, 212]"
5,88,1058.697572792205,1253.0712404188641,1886.3103014639225,189.15530200598818,126,"[202, 25, 53, 155, 235, 84, 135, 200, 24, 212]"
6,92,1058.697572792205,1271.2461819842201,1963.112752135368,206.64631137612372,16,"[202, 25, 53, 155, 235, 84, 135, 200, 24, 212]"
7,83,1039.2865559526228,1246.256387788439,1792.6673853674245,186.94890020075283,133,"[151, 209, 102, 53, 38, 14, 208, 108, 24, 212]"
8,79,1039.2865559526228,1254.103811972557,1924.1210453560466,210.23878160863177,113,"[151, 209, 102, 53, 38, 14, 208, 108, 24, 212]"
9,88,1039.2865559526228,1244.534805514788,2321.957339394283,215.60163288358996,25,"[151, 209, 102, 53, 38, 14, 208, 108, 24, 212]"
10,94,1039.2865559526228,1254.0286226233034,1972.093520111332,227.89662529790374,69,"[151, 209, 102, 53, 38, 14, 208, 108, 24, 212]"
11,96,1039.2865559526228,1263.3823731135512,2072.859287205359,229.022492080691,16,"[151, 209, 102, 53, 38, 14, 208, 108, 24, 212]"
12,79,1017.4635720052574,1233.317869672338,2147.871630203354,230.152485631409,144,"[17, 139, 53, 32, 235, 84, 150, 200, 24, 212]"
13,91,1017.4635720052574,1212.8702495714529,1880.4862107457163,206.6136297495468,48,"[17, 139, 53, 32, 235, 84, 150, 200, 24, 212]"
14,73,1016.0382778759125,1178.2821335279289,1982.7760223059722,191.821713694204,70,"[202, 209, 18, 155, 38, 84, 135, 108, 24, 212]"
15,77,1016.0382778759125,1195.2798403052154,1955.2710558877561,195.18588536725488,21,"[202, 209, 18, 155, 38, 84, 135, 108, 24, 212]"
16,85,1015.4760623489952,1218.538320146507,1958.0309092966124,214.08217820326246,66,"[17, 189, 194, 155, 214, 84, 135, 230, 24, 212]"
17,78,986.8150850015329,1219.369939820845,2219.347895556987,246.93681989886295,89,"[17, 137, 189, 123, 32, 205, 77, 214, 24, 212]"
18,84,986.8150850015329,1222.7446136441404,2267.273123383835,235.6524284400586,56,"[17, 137, 189, 123, 32, 205, 77, 214, 24, 212]"
19,80,986.8150850015329,1201.2883120026447,1840.514911874464,206.3953249421476,81,"[17, 137, 189, 123, 32, 205, 77, 214, 24, 212]"
20,78,986.8150850015329,1165.9464643280035,2205.3654875424863,206.00325382994197,105,"[17, 137, 189, 123, 32, 205, 77, 214, 24, 212]"
21,83,986.8150850015329,1193.341219657175,2625.4547675678623,239.3765394912698,119,"[17, 137, 189, 123, 32, 205, 77, 214, 24, 212]"
22,84,987.579485138476,1212.5683344399347,2291.8721037902105,252.18169604764105,51,"[17, 41, 194, 135, 214, 84, 118, 230, 24, 212]"
23,93,987.579485138476,1199.2556335046336,1944.531766316806,227.43348015644855,8,"[17, 41, 194, 135, 214, 84, 118, 230, 24, 212]"
24,82,987.579485138476,1200.0817397658589,2421.7784183717963,238.80713446691806,9,"[17, 41, 194, 135, 214, 84, 118, 230, 24, 212]"
